slice,gnn_doa,music_doa,abs_error,squared_error,gnn_infer_time,music_time,selection_method,n_select,group_size,num_groups
500,-33.465023040771484,-34.00000000000165,0.5349769592301641,0.2862003469071526,0.00011701698762824736,0.03432106971740723,dopt,40,5,8
501,-33.424346923828125,-34.00000000000165,0.5756530761735235,0.3313764641080404,0.00011701698762824736,0.02810192108154297,dopt,40,5,8
502,-33.44512176513672,-34.00000000000165,0.5548782348649297,0.3078898555268201,0.00011701698762824736,0.02829599380493164,dopt,40,5,8
503,-33.49939727783203,-34.00000000000165,0.5006027221696172,0.25060308544363097,0.00011701698762824736,0.03684186935424805,dopt,40,5,8
504,-33.50815963745117,-34.00000000000165,0.4918403625504766,0.24190694223378426,0.00011701698762824736,0.042093753814697266,dopt,40,5,8
505,-33.44231033325195,-34.00000000000165,0.5576896667496953,0.3110177643993862,0.00011701698762824736,0.02949690818786621,dopt,40,5,8
506,-33.435630798339844,-34.00000000000165,0.5643692016618047,0.3185125957843828,0.00011701698762824736,0.028474807739257812,dopt,40,5,8
507,-33.50982666015625,-34.00000000000165,0.49017333984539846,0.2402699030951925,0.00011701698762824736,0.0399320125579834,dopt,40,5,8
508,-33.669158935546875,-34.00000000000165,0.33084106445477346,0.10945580992956756,0.00011701698762824736,0.030784130096435547,dopt,40,5,8
509,-33.87749099731445,-34.00000000000165,0.12250900268719533,0.015008455739411234,0.00011701698762824736,0.029031038284301758,dopt,40,5,8
510,-34.041873931884766,-34.00000000000165,0.041873931883117166,0.0017534261713519363,0.00011701698762824736,0.028116941452026367,dopt,40,5,8
511,-34.10812759399414,-34.00000000000165,0.10812759399249217,0.011691576582605228,0.00011701698762824736,0.027774810791015625,dopt,40,5,8
512,-34.12099838256836,-34.00000000000165,0.12099838256671092,0.014640608583760132,0.00011701698762824736,0.02858424186706543,dopt,40,5,8
513,-34.10873031616211,-34.00000000000165,0.10873031616046092,0.011822281652353788,0.00011701698762824736,0.03407907485961914,dopt,40,5,8
514,-34.0869255065918,-34.00000000000165,0.08692550659014842,0.007556043695953936,0.00011701698762824736,0.026826143264770508,dopt,40,5,8
515,-34.018062591552734,-34.00000000000165,0.018062591551085916,0.0003262572135413603,0.00011701698762824736,0.02746891975402832,dopt,40,5,8
516,-34.015525817871094,-34.00000000000165,0.01552581786944529,0.0002410510205151867,0.00011701698762824736,0.026773929595947266,dopt,40,5,8
517,-34.00226974487305,-34.00000000000165,0.002269744871398416,5.151741781239411e-06,0.00011701698762824736,0.027524232864379883,dopt,40,5,8
518,-33.89670944213867,-34.00000000000165,0.10329055786297658,0.010668939343644913,0.00011701698762824736,0.02695178985595703,dopt,40,5,8
