slice,gnn_doa,music_doa,abs_error,squared_error,gnn_infer_time,music_time,grouping
500,-33.46916961669922,-34.00000000000165,0.5308303833024297,0.28178089583700444,5.878080804663968e-05,0.06594204902648926,10
501,-33.46001052856445,-34.00000000000165,0.5399894714371953,0.2915886292630216,5.878080804663968e-05,0.044818878173828125,10
502,-33.462642669677734,-34.00000000000165,0.5373573303239141,0.28875290045284413,5.878080804663968e-05,0.03923606872558594,10
503,-33.50682830810547,-34.00000000000165,0.4931716918961797,0.2432183176877404,5.878080804663968e-05,0.05089735984802246,10
504,-33.56241989135742,-34.00000000000165,0.4375801086442266,0.19147635148109315,5.878080804663968e-05,0.051866769790649414,10
505,-33.5767936706543,-34.00000000000165,0.4232063293473516,0.17910359719965901,5.878080804663968e-05,0.05797719955444336,10
506,-33.606712341308594,-34.00000000000165,0.3932876586930547,0.15467518248026468,5.878080804663968e-05,0.06619000434875488,10
507,-33.68556594848633,-34.00000000000165,0.31443405151532033,0.09886877275233912,5.878080804663968e-05,0.05392098426818848,10
508,-33.817501068115234,-34.00000000000165,0.18249893188641408,0.03330586013968201,5.878080804663968e-05,0.059526920318603516,10
509,-33.928165435791016,-34.00000000000165,0.07183456421063283,0.005160204615331531,5.878080804663968e-05,0.04876303672790527,10
510,-34.02150344848633,-34.00000000000165,0.021503448484679666,0.0004623982967332722,5.878080804663968e-05,0.06746506690979004,10
511,-34.053550720214844,-34.50000000000165,0.4464492797868047,0.19931695942215663,5.878080804663968e-05,0.054223060607910156,10
512,-34.03095626831055,-34.50000000000165,0.4690437316911016,0.2200020222387141,5.878080804663968e-05,0.055429935455322266,10
513,-34.01641082763672,-34.50000000000165,0.4835891723649297,0.2338584876285977,5.878080804663968e-05,0.061335086822509766,10
514,-34.005165100097656,-34.50000000000165,0.4948348999039922,0.24486157816299398,5.878080804663968e-05,0.07482028007507324,10
515,-33.93254470825195,-34.00000000000165,0.06745529174969533,0.004550216385036515,5.878080804663968e-05,0.09667825698852539,10
516,-33.939125061035156,-34.50000000000165,0.5608749389664922,0.31458069716066633,5.878080804663968e-05,0.06611990928649902,10
517,-33.943206787109375,-34.00000000000165,0.05679321289227346,0.0032254690306270963,5.878080804663968e-05,0.06886100769042969,10
518,-33.875816345214844,-34.00000000000165,0.12418365478680471,0.015421580116208283,5.878080804663968e-05,0.05572676658630371,10
519,-33.865203857421875,-34.00000000000165,0.13479614257977346,0.018170000054386615,5.878080804663968e-05,0.05280613899230957,10
520,-33.89094161987305,-34.00000000000165,0.10905838012860158,0.01189373027627456,5.878080804663968e-05,0.04247093200683594,10
521,-33.82332229614258,-34.00000000000165,0.17667770385907033,0.031215011040913357,5.878080804663968e-05,0.06454825401306152,10
522,-33.850868225097656,-34.00000000000165,0.1491317749039922,0.022240286286015,5.878080804663968e-05,0.06416988372802734,10
523,-33.93012619018555,-34.00000000000165,0.06987380981610158,0.004882349298216734,5.878080804663968e-05,0.05206799507141113,10
524,-33.96767807006836,-34.00000000000165,0.032321929933289084,0.001044707154612449,5.878080804663968e-05,0.0550692081451416,10
525,-33.949134826660156,-34.00000000000165,0.05086517334149221,0.0025872658590600497,5.878080804663968e-05,0.04285383224487305,10
526,-33.98054122924805,-34.00000000000165,0.019458770753601584,0.00037864375924122036,5.878080804663968e-05,0.04954695701599121,10
527,-33.93140411376953,-34.00000000000165,0.06859588623211721,0.004705395607969567,5.878080804663968e-05,0.05366683006286621,10
528,-34.00456619262695,-34.50000000000165,0.49543380737469533,0.24545465748978673,5.878080804663968e-05,0.07492494583129883,10
529,-33.97486877441406,-34.50000000000165,0.525131225587586,0.2757628040871201,5.878080804663968e-05,0.11299777030944824,10
530,-33.99453353881836,-34.50000000000165,0.5054664611832891,0.2554963433811575,5.878080804663968e-05,0.061496734619140625,10
531,-34.025657653808594,-34.50000000000165,0.4743423461930547,0.22500066139193176,5.878080804663968e-05,0.0524899959564209,10
532,-34.152320861816406,-34.50000000000165,0.3476791381852422,0.12088078312923274,5.878080804663968e-05,0.049585819244384766,10
533,-34.052162170410156,-34.50000000000165,0.4478378295914922,0.20055872161321842,5.878080804663968e-05,0.0680398941040039,10
534,-34.01209259033203,-34.50000000000165,0.4879074096696172,0.2380536404105157,5.878080804663968e-05,0.04505014419555664,10
535,-34.059085845947266,-34.50000000000165,0.44091415405438283,0.19440529124549205,5.878080804663968e-05,0.06278109550476074,10
536,-34.16328430175781,-34.50000000000165,0.33671569824383596,0.113377461443834,5.878080804663968e-05,0.051917076110839844,10
537,-34.07368850708008,-34.50000000000165,0.42631149292157033,0.1817414889970181,5.878080804663968e-05,0.0858769416809082,10
538,-34.082706451416016,-34.50000000000165,0.41729354858563283,0.17413390569118992,5.878080804663968e-05,0.06703996658325195,10
539,-34.0821533203125,-34.50000000000165,0.41784667968914846,0.17459584772724585,5.878080804663968e-05,0.06782126426696777,10
540,-34.004581451416016,-34.00000000000165,0.004581451414367166,2.0989697062206904e-05,5.878080804663968e-05,0.1011810302734375,10
541,-33.94034194946289,-34.00000000000165,0.059658050538757834,0.003559082994084984,5.878080804663968e-05,0.04439115524291992,10
542,-33.980281829833984,-34.00000000000165,0.019718170167664084,0.00038880623476095786,5.878080804663968e-05,0.06408023834228516,10
543,-33.947059631347656,-34.00000000000165,0.05294036865399221,0.002802682633220601,5.878080804663968e-05,0.05722498893737793,10
544,-33.98952865600586,-34.00000000000165,0.010471343995789084,0.0001096490450781481,5.878080804663968e-05,0.05253195762634277,10
545,-34.0417366027832,-34.00000000000165,0.041736602781554666,0.0017419440117452767,5.878080804663968e-05,0.04653167724609375,10
546,-33.95782470703125,-34.00000000000165,0.04217529297039846,0.0017787553371389417,5.878080804663968e-05,0.04747629165649414,10
547,-33.868404388427734,-34.00000000000165,0.13159561157391408,0.017317404985512472,5.878080804663968e-05,0.043649911880493164,10
548,-33.742462158203125,-34.00000000000165,0.25753784179852346,0.0663257399582413,5.878080804663968e-05,0.051661014556884766,10
549,-33.49212646484375,-33.500000000001656,0.007873535157905565,6.1992555882775e-05,5.878080804663968e-05,0.05077672004699707,10
550,-33.35218811035156,-33.500000000001656,0.14781188965009306,0.02184835472193129,5.878080804663968e-05,0.05218982696533203,10
551,-33.3836669921875,-33.500000000001656,0.11633300781415556,0.01353336870708838,5.878080804663968e-05,0.043829917907714844,10
552,-33.48709487915039,-33.500000000001656,0.01290512085126494,0.00016654214418575312,5.878080804663968e-05,0.047418832778930664,10
553,-33.67884063720703,-34.00000000000165,0.3211593627946172,0.10314333631064455,5.878080804663968e-05,0.059416770935058594,10
554,-33.85670471191406,-34.00000000000165,0.14329528808758596,0.020533539588104256,5.878080804663968e-05,0.0777578353881836,10
555,-33.9110221862793,-34.00000000000165,0.08897781372235158,0.007917051334809497,5.878080804663968e-05,0.05573701858520508,10
556,-33.854827880859375,-34.00000000000165,0.14517211914227346,0.02107494417625844,5.878080804663968e-05,0.05401206016540527,10
557,-33.74601364135742,-34.00000000000165,0.2539863586442266,0.06450907037735369,5.878080804663968e-05,0.061713218688964844,10
558,-33.62590789794922,-34.00000000000165,0.3740921020524297,0.13994490081800548,5.878080804663968e-05,0.05324912071228027,10
559,-33.538612365722656,-34.00000000000165,0.4613876342789922,0.21287854906556505,5.878080804663968e-05,0.052082061767578125,10
560,-33.37514877319336,-33.500000000001656,0.12485122680829619,0.015587828835536617,5.878080804663968e-05,0.0466151237487793,10
561,-33.27076721191406,-33.500000000001656,0.22923278808759306,0.05254767113441135,5.878080804663968e-05,0.05577659606933594,10
562,-33.16503143310547,-33.500000000001656,0.3349685668961868,0.11220394080848518,5.878080804663968e-05,0.047749996185302734,10
563,-33.08707809448242,-33.500000000001656,0.4129219055192337,0.17050450005763496,5.878080804663968e-05,0.05072593688964844,10
564,-33.06574630737305,-33.500000000001656,0.4342536926286087,0.18857626956158216,5.878080804663968e-05,0.047128915786743164,10
565,-33.161495208740234,-33.500000000001656,0.3385047912614212,0.11458549370693834,5.878080804663968e-05,0.04905200004577637,10
566,-33.34137725830078,-33.500000000001656,0.15862274170087431,0.02516117418470229,5.878080804663968e-05,0.06237173080444336,10
567,-33.534549713134766,-33.500000000001656,0.03454971313311006,0.0011936826775801978,5.878080804663968e-05,0.042388916015625,10
568,-33.68927764892578,-34.00000000000165,0.3107223510758672,0.09654837945811448,5.878080804663968e-05,0.05405998229980469,10
569,-33.83116912841797,-34.00000000000165,0.1688308715836797,0.028503863199704948,5.878080804663968e-05,0.04468894004821777,10
570,-33.90869140625,-34.00000000000165,0.09130859375164846,0.008337259292903576,5.878080804663968e-05,0.05458712577819824,10
571,-33.857303619384766,-34.00000000000165,0.14269638061688283,0.020362257041158294,5.878080804663968e-05,0.0454709529876709,10
572,-33.754268646240234,-33.500000000001656,0.2542686462385788,0.06465254445999954,5.878080804663968e-05,0.04506397247314453,10
573,-33.61680603027344,-33.500000000001656,0.11680603027178194,0.013643648707852438,5.878080804663968e-05,0.046837806701660156,10
574,-33.50495147705078,-33.500000000001656,0.004951477049125685,2.4517124968018405e-05,5.878080804663968e-05,0.053458213806152344,10
575,-33.45088577270508,-33.500000000001656,0.04911422729657744,0.0024122073229398723,5.878080804663968e-05,0.06371712684631348,10
576,-33.36121368408203,-33.500000000001656,0.13878631591962431,0.019261641486541765,5.878080804663968e-05,0.05447506904602051,10
577,-33.36597442626953,-33.500000000001656,0.13402557373212431,0.017962854414225092,5.878080804663968e-05,0.05404782295227051,10
578,-33.50677490234375,-33.500000000001656,0.006774902342094435,4.5899301744916667e-05,5.878080804663968e-05,0.049950361251831055,10
579,-33.611515045166016,-33.500000000001656,0.11151504516436006,0.012435605298009264,5.878080804663968e-05,0.05532693862915039,10
580,-33.723365783691406,-34.00000000000165,0.2766342163102422,0.07652648963358187,5.878080804663968e-05,0.06135201454162598,10
581,-33.836978912353516,-34.00000000000165,0.16302108764813283,0.026575875017980206,5.878080804663968e-05,0.04704427719116211,10
582,-33.8339958190918,-34.00000000000165,0.16600418090985158,0.027557388079550733,5.878080804663968e-05,0.04882621765136719,10
583,-33.757137298583984,-34.00000000000165,0.24286270141766408,0.05898229173988546,5.878080804663968e-05,0.050649166107177734,10
584,-33.68558120727539,-34.00000000000165,0.31441879272625783,0.09885917721943749,5.878080804663968e-05,0.0580291748046875,10
585,-33.49853515625,-33.500000000001656,0.0014648437516555646,2.1457672167643493e-06,5.878080804663968e-05,0.0537261962890625,10
586,-33.30643081665039,-33.500000000001656,0.19356918335126494,0.03746902874327562,5.878080804663968e-05,0.052137136459350586,10
587,-33.22355270385742,-33.500000000001656,0.2764472961442337,0.07642310754545764,5.878080804663968e-05,0.07855987548828125,10
588,-33.1108512878418,-33.500000000001656,0.3891487121598587,0.15143672017567655,5.878080804663968e-05,0.05354118347167969,10
589,-32.9846076965332,-33.500000000001656,0.5153923034684524,0.26562922647451737,5.878080804663968e-05,0.05475926399230957,10
590,-33.01762390136719,-33.500000000001656,0.48237609863446806,0.23268670053381008,5.878080804663968e-05,0.05920004844665527,10
591,-33.03867721557617,-33.500000000001656,0.4613227844254837,0.2128187114300813,5.878080804663968e-05,0.039758920669555664,10
592,-33.03336715698242,-33.500000000001656,0.4666328430192337,0.21774621018421278,5.878080804663968e-05,0.058747053146362305,10
593,-33.07701110839844,-33.500000000001656,0.42298889160321806,0.17891960241971896,5.878080804663968e-05,0.04492902755737305,10
594,-33.19170379638672,-33.500000000001656,0.3082962036149368,0.09504654916338258,5.878080804663968e-05,0.05150318145751953,10
595,-33.328590393066406,-33.500000000001656,0.17140960693524931,0.02938125334969667,5.878080804663968e-05,0.049800872802734375,10
596,-33.439517974853516,-33.500000000001656,0.06048202514813994,0.003658075366020232,5.878080804663968e-05,0.04268479347229004,10
597,-33.579437255859375,-33.500000000001656,0.07943725585771944,0.00631027761820478,5.878080804663968e-05,0.061676025390625,10
598,-33.71892547607422,-34.00000000000165,0.2810745239274297,0.07900288800103125,5.878080804663968e-05,0.056079864501953125,10
599,-33.83205795288086,-34.00000000000165,0.16794204712078908,0.028204531191121342,5.878080804663968e-05,0.04529094696044922,10
