slice,gnn_doa,music_doa,abs_error,squared_error,gnn_infer_time,music_time,selection_method,n_select,group_size,num_groups
669,-33.42049026489258,-33.500000000001656,0.07950973510907744,0.0063217979771156615,5.613752158291369e-05,0.00781393051147461,dopt,10,5,2
670,-33.14863204956055,-33.00000000000166,0.1486320495588842,0.022091486156074612,5.613752158291369e-05,0.007461071014404297,dopt,10,5,2
671,-32.89131164550781,-33.00000000000166,0.10868835449385017,0.011813158402580841,5.613752158291369e-05,0.04155683517456055,dopt,10,5,2
672,-32.7318229675293,-32.50000000000167,0.2318229675276271,0.05374188827331525,5.613752158291369e-05,0.007361650466918945,dopt,10,5,2
673,-32.66264343261719,-32.50000000000167,0.16264343261551772,0.026452886172958455,5.613752158291369e-05,0.01194000244140625,dopt,10,5,2
674,-32.66977310180664,-32.50000000000167,0.16977310180497085,0.028822906096480996,5.613752158291369e-05,0.015896081924438477,dopt,10,5,2
675,-32.82244873046875,-33.00000000000166,0.17755126953291267,0.031524453312749,5.613752158291369e-05,0.007386207580566406,dopt,10,5,2
676,-32.884456634521484,-33.00000000000166,0.1155433654801783,0.013350269306486057,5.613752158291369e-05,0.0073089599609375,dopt,10,5,2
677,-32.82504653930664,-33.00000000000166,0.17495346069502205,0.030608713409164625,5.613752158291369e-05,0.007685184478759766,dopt,10,5,2
678,-32.56317901611328,-33.00000000000166,0.4368209838883814,0.1908125719652136,5.613752158291369e-05,0.015477180480957031,dopt,10,5,2
679,-32.27721405029297,-33.00000000000166,0.7227859497086939,0.5224195290962986,5.613752158291369e-05,0.007445096969604492,dopt,10,5,2
680,-23.92646026611328,-24.000000000001766,0.07353973388848445,0.005408092460389108,5.613752158291369e-05,0.012077093124389648,dopt,10,5,2
681,-24.1759033203125,-24.000000000001766,0.1759033203107343,0.03094197809634079,5.613752158291369e-05,0.00754094123840332,dopt,10,5,2
682,-24.369951248168945,-24.000000000001766,0.3699512481671796,0.1368639260204541,5.613752158291369e-05,0.007520198822021484,dopt,10,5,2
683,-24.480587005615234,-24.50000000000176,0.01941299438652422,0.0003768643510512208,5.613752158291369e-05,0.0074160099029541016,dopt,10,5,2
684,-24.6893310546875,-24.50000000000176,0.1893310546857414,0.035846248268415204,5.613752158291369e-05,0.00763392448425293,dopt,10,5,2
685,-24.77155876159668,-24.50000000000176,0.2715587615949211,0.07374416099896719,5.613752158291369e-05,0.007297039031982422,dopt,10,5,2
686,-24.887290954589844,-24.50000000000176,0.38729095458808516,0.14999428350575023,5.613752158291369e-05,0.007444143295288086,dopt,10,5,2
687,-24.885387420654297,-24.50000000000176,0.3853874206525383,0.1485234639972165,5.613752158291369e-05,0.00804591178894043,dopt,10,5,2
688,-24.90477752685547,-24.50000000000176,0.40477752685371016,0.16384484624580606,5.613752158291369e-05,0.012356042861938477,dopt,10,5,2
689,-24.87410545349121,-24.50000000000176,0.37410545348945234,0.13995489033054878,5.613752158291369e-05,0.007355213165283203,dopt,10,5,2
690,-24.880970001220703,-24.50000000000176,0.38097000121894453,0.14513814182876258,5.613752158291369e-05,0.016309022903442383,dopt,10,5,2
691,-24.833003997802734,-24.50000000000176,0.3330039978009758,0.11089166255143228,5.613752158291369e-05,0.007449150085449219,dopt,10,5,2
692,-24.710132598876953,-24.50000000000176,0.21013259887519453,0.044155709110043406,5.613752158291369e-05,0.008132219314575195,dopt,10,5,2
693,-24.771224975585938,-24.50000000000176,0.2712249755841789,0.07356298738063845,5.613752158291369e-05,0.011421918869018555,dopt,10,5,2
694,-24.64716148376465,-24.000000000001766,0.6471614837628827,0.41881798606617593,5.613752158291369e-05,0.007608175277709961,dopt,10,5,2
695,-24.58427619934082,-24.000000000001766,0.5842761993390546,0.3413786771140907,5.613752158291369e-05,0.007878780364990234,dopt,10,5,2
696,-32.278873443603516,-32.00000000000168,0.27887344360183874,0.07777039754634793,5.613752158291369e-05,0.0073719024658203125,dopt,10,5,2
697,-32.74455261230469,-33.00000000000166,0.25544738769697517,0.06525336788120874,5.613752158291369e-05,0.007644176483154297,dopt,10,5,2
698,-33.20247268676758,-33.500000000001656,0.29752731323407744,0.08852250212028884,5.613752158291369e-05,0.007415056228637695,dopt,10,5,2
699,-33.2625617980957,-33.00000000000166,0.26256179809404045,0.06893869781837567,5.613752158291369e-05,0.007658958435058594,dopt,10,5,2
