slice,gnn_doa,music_doa,abs_error,squared_error,gnn_infer_time,music_time,n_select,group_size,num_groups
500,-33.62051010131836,-34.00000000000165,0.3794898986832891,0.144012583202653,0.00012795379362910627,0.025261640548706055,30,5,6
501,-33.581050872802734,-34.00000000000165,0.4189491271989141,0.17551837118073188,0.00012795379362910627,0.028036832809448242,30,5,6
502,-33.58613586425781,-34.00000000000165,0.41386413574383596,0.17128352285499227,0.00012795379362910627,0.04237699508666992,30,5,6
503,-33.627986907958984,-34.00000000000165,0.3720130920426641,0.13839374065114365,0.00012795379362910627,0.026047945022583008,30,5,6
504,-33.65869903564453,-34.00000000000165,0.3413009643571172,0.11648634827109819,0.00012795379362910627,0.027482032775878906,30,5,6
505,-33.62276077270508,-34.00000000000165,0.37723922729657033,0.14230943461131346,0.00012795379362910627,0.027087926864624023,30,5,6
506,-33.57583999633789,-34.00000000000165,0.42416000366375783,0.17991170870803905,0.00012795379362910627,0.037348031997680664,30,5,6
507,-33.60818862915039,-34.00000000000165,0.39181137085125783,0.1535161503283419,0.00012795379362910627,0.0243990421295166,30,5,6
508,-33.79900360107422,-34.00000000000165,0.2009963989274297,0.04039955238179447,0.00012795379362910627,0.024981021881103516,30,5,6
509,-34.014678955078125,-34.00000000000165,0.01467895507647654,0.0002154717221372164,0.00012795379362910627,0.029974937438964844,30,5,6
510,-34.180152893066406,-34.00000000000165,0.1801528930647578,0.03245506487960206,0.00012795379362910627,0.03201603889465332,30,5,6
511,-34.26874923706055,-34.50000000000165,0.23125076294110158,0.053476915360841565,0.00012795379362910627,0.03021717071533203,30,5,6
512,-34.30272674560547,-34.50000000000165,0.1972732543961797,0.03891673690005984,0.00012795379362910627,0.027652740478515625,30,5,6
513,-34.259891510009766,-34.00000000000165,0.25989151000811717,0.06754359697429926,0.00012795379362910627,0.037889957427978516,30,5,6
514,-34.20305252075195,-34.00000000000165,0.20305252075030467,0.041230326183052904,0.00012795379362910627,0.029428958892822266,30,5,6
515,-34.08719253540039,-34.00000000000165,0.08719253539874217,0.007602538229260906,0.00012795379362910627,0.027759075164794922,30,5,6
516,-34.030540466308594,-34.00000000000165,0.03054046630694529,0.0009327200822456605,0.00012795379362910627,0.05977511405944824,30,5,6
