slice,gnn_doa,music_doa,abs_error,squared_error,gnn_infer_time,music_time,selection_method,n_select,group_size,num_groups
500,-33.65886688232422,-34.00000000000165,0.3411331176774297,0.1163718039763231,0.000129098777311394,0.022745132446289062,fim,30,5,6
501,-33.608253479003906,-34.00000000000165,0.3917465209977422,0.15346533671383447,0.000129098777311394,0.021384000778198242,fim,30,5,6
502,-33.606666564941406,-34.00000000000165,0.3933334350602422,0.15471119113628978,0.000129098777311394,0.021078109741210938,fim,30,5,6
503,-33.64033889770508,-34.00000000000165,0.35966110229657033,0.12935610850518403,0.000129098777311394,0.025243043899536133,fim,30,5,6
504,-33.65607452392578,-34.00000000000165,0.3439254760758672,0.11828473309401191,0.000129098777311394,0.02122211456298828,fim,30,5,6
505,-33.6406135559082,-33.500000000001656,0.14061355590654756,0.019772172104683777,0.000129098777311394,0.029491901397705078,fim,30,5,6
506,-33.65475845336914,-33.500000000001656,0.15475845336748506,0.023950178888696046,0.000129098777311394,0.021430015563964844,fim,30,5,6
507,-33.72091293334961,-34.00000000000165,0.2790870666520391,0.0778895907724397,0.000129098777311394,0.0316619873046875,fim,30,5,6
508,-33.85752868652344,-34.00000000000165,0.14247131347821096,0.020298075164206654,0.000129098777311394,0.02240610122680664,fim,30,5,6
509,-33.983680725097656,-34.00000000000165,0.01631927490399221,0.0002663187333920699,0.000129098777311394,0.026185989379882812,fim,30,5,6
510,-34.11261749267578,-34.00000000000165,0.11261749267413279,0.012682699656208352,0.000129098777311394,0.021393775939941406,fim,30,5,6
511,-34.17878723144531,-34.50000000000165,0.32121276855633596,0.10317764268362625,0.000129098777311394,0.022759199142456055,fim,30,5,6
512,-34.226104736328125,-34.50000000000165,0.27389526367352346,0.07501861546278894,0.000129098777311394,0.02100205421447754,fim,30,5,6
513,-34.233436584472656,-34.50000000000165,0.2665634155289922,0.07105605449848217,0.000129098777311394,0.02126002311706543,fim,30,5,6
514,-34.256858825683594,-34.50000000000165,0.2431411743180547,0.059117630648762666,0.000129098777311394,0.0422978401184082,fim,30,5,6
515,-34.17537307739258,-34.00000000000165,0.17537307739092967,0.030755716273565006,0.000129098777311394,0.021737337112426758,fim,30,5,6
516,-34.196441650390625,-34.00000000000165,0.19644165038897654,0.038589322007544884,0.000129098777311394,0.03189396858215332,fim,30,5,6
517,-34.195003509521484,-34.00000000000165,0.19500350951983592,0.03802636872505274,0.000129098777311394,0.021776914596557617,fim,30,5,6
518,-34.10538101196289,-34.00000000000165,0.10538101196124217,0.011105157681975465,0.000129098777311394,0.0289609432220459,fim,30,5,6
519,-34.09912872314453,-34.00000000000165,0.09912872314288279,0.009826503751938307,0.000129098777311394,0.02302384376525879,fim,30,5,6
520,-34.12655258178711,-34.00000000000165,0.12655258178546092,0.016015555956565775,0.000129098777311394,0.02145981788635254,fim,30,5,6
521,-33.976043701171875,-34.00000000000165,0.02395629882977346,0.0005739042536214052,0.000129098777311394,0.02196478843688965,fim,30,5,6
522,-33.945247650146484,-34.00000000000165,0.054752349855164084,0.0029978198146622865,0.000129098777311394,0.03454399108886719,fim,30,5,6
523,-33.983036041259766,-34.00000000000165,0.016963958741882834,0.00028777589619630303,0.000129098777311394,0.03092193603515625,fim,30,5,6
524,-33.97468566894531,-34.00000000000165,0.02531433105633596,0.0006408153568297752,0.000129098777311394,0.0312497615814209,fim,30,5,6
525,-33.939388275146484,-34.00000000000165,0.060611724855164084,0.0036737811899181156,0.000129098777311394,0.02250504493713379,fim,30,5,6
526,-33.95547866821289,-34.00000000000165,0.044521331788757834,0.001982148984244659,0.000129098777311394,0.030102014541625977,fim,30,5,6
