slice,gnn_doa,music_doa,abs_error,squared_error,gnn_infer_time,music_time,selection_method,n_select,group_size,num_groups
500,-33.35029602050781,-34.00000000000165,0.649703979493836,0.4221152609701268,0.00011989984167627541,0.031909942626953125,corr,30,5,6
501,-33.333740234375,-34.00000000000165,0.6662597656266485,0.4439020752928765,0.00011989984167627541,0.03223562240600586,corr,30,5,6
502,-33.3709716796875,-34.00000000000165,0.6290283203141485,0.39567662775723894,0.00011989984167627541,0.03609490394592285,corr,30,5,6
503,-33.47763442993164,-34.00000000000165,0.5223655700700078,0.27286578879456425,0.00011989984167627541,0.03131294250488281,corr,30,5,6
504,-33.52779006958008,-34.00000000000165,0.47220993042157033,0.2229822183887443,0.00011989984167627541,0.04604601860046387,corr,30,5,6
505,-33.48722839355469,-34.00000000000165,0.512771606446961,0.26293472037819704,0.00011989984167627541,0.026539087295532227,corr,30,5,6
506,-33.510135650634766,-34.00000000000165,0.48986434936688283,0.23996708078063944,0.00011989984167627541,0.035326242446899414,corr,30,5,6
507,-33.60296630859375,-34.00000000000165,0.39703369140789846,0.15763575211298234,0.00011989984167627541,0.03321099281311035,corr,30,5,6
508,-33.76295852661133,-34.00000000000165,0.23704147339032033,0.056188660107053943,0.00011989984167627541,0.032180070877075195,corr,30,5,6
509,-33.893245697021484,-34.00000000000165,0.10675430298016408,0.01139648120478067,0.00011989984167627541,0.0318450927734375,corr,30,5,6
510,-34.00132751464844,-34.00000000000165,0.0013275146467890409,1.7622951374394319e-06,0.00011989984167627541,0.026020050048828125,corr,30,5,6
511,-34.03999710083008,-34.50000000000165,0.46000289917157033,0.2116026672462499,0.00011989984167627541,0.025487899780273438,corr,30,5,6
512,-34.016151428222656,-34.50000000000165,0.4838485717789922,0.23410944041257056,0.00011989984167627541,0.0321650505065918,corr,30,5,6
513,-33.97087097167969,-34.00000000000165,0.02912902832196096,0.0008485002909816037,0.00011989984167627541,0.02940201759338379,corr,30,5,6
514,-33.941253662109375,-34.00000000000165,0.05874633789227346,0.0034511322157531645,0.00011989984167627541,0.023005962371826172,corr,30,5,6
515,-33.77983856201172,-34.00000000000165,0.2201614379899297,0.04847105877779367,0.00011989984167627541,0.03340506553649902,corr,30,5,6
516,-33.81523513793945,-34.00000000000165,0.18476486206219533,0.034138054252862066,0.00011989984167627541,0.03710317611694336,corr,30,5,6
517,-33.855628967285156,-34.00000000000165,0.1443710327164922,0.020842995087626465,0.00011989984167627541,0.021142959594726562,corr,30,5,6
518,-33.72749710083008,-34.00000000000165,0.27250289917157033,0.07425783005691103,0.00011989984167627541,0.023846864700317383,corr,30,5,6
519,-33.79633331298828,-34.00000000000165,0.2036666870133672,0.04148011939900088,0.00011989984167627541,0.02097940444946289,corr,30,5,6
520,-33.96464920043945,-34.00000000000165,0.035350799562195334,0.0012496790296865098,0.00011989984167627541,0.025942087173461914,corr,30,5,6
521,-33.84299850463867,-34.00000000000165,0.15700149536297658,0.024649469546210757,0.00011989984167627541,0.06668376922607422,corr,30,5,6
522,-33.95196533203125,-34.00000000000165,0.04803466797039846,0.0023073293270264236,0.00011989984167627541,0.028761863708496094,corr,30,5,6
523,-34.095149993896484,-34.00000000000165,0.09514999389483592,0.009053521338187312,0.00011989984167627541,0.02339315414428711,corr,30,5,6
524,-34.16749954223633,-34.00000000000165,0.16749954223467967,0.028056096648827238,0.00011989984167627541,0.03269696235656738,corr,30,5,6
525,-34.1605224609375,-34.00000000000165,0.16052246093585154,0.025767460464901984,0.00011989984167627541,0.04654884338378906,corr,30,5,6
526,-34.24116516113281,-34.00000000000165,0.24116516113116404,0.05816063494342032,0.00011989984167627541,0.03525805473327637,corr,30,5,6
527,-34.15006637573242,-34.00000000000165,0.15006637573077342,0.02251991712496966,0.00011989984167627541,0.03091573715209961,corr,30,5,6
528,-34.18819046020508,-34.50000000000165,0.31180953979657033,0.09722518910814898,0.00011989984167627541,0.025129079818725586,corr,30,5,6
529,-34.087345123291016,-34.50000000000165,0.41265487671063283,0.1702840472730676,0.00011989984167627541,0.024561166763305664,corr,30,5,6
530,-34.03408432006836,-34.50000000000165,0.4659156799332891,0.21707742080769907,0.00011989984167627541,0.03770804405212402,corr,30,5,6
531,-33.976409912109375,-34.50000000000165,0.5235900878922735,0.27414658013903864,0.00011989984167627541,0.03361201286315918,corr,30,5,6
532,-34.08361053466797,-34.50000000000165,0.4163894653336797,0.17338018684086764,0.00011989984167627541,0.03422117233276367,corr,30,5,6
533,-33.75180435180664,-34.50000000000165,0.7481956481950078,0.5597967279779479,0.00011989984167627541,0.0273897647857666,corr,30,5,6
534,-33.663639068603516,-34.00000000000165,0.33636093139813283,0.11313867617101943,0.00011989984167627541,0.034471750259399414,corr,30,5,6
535,-33.839256286621094,-34.50000000000165,0.6607437133805547,0.43658225477192464,0.00011989984167627541,0.0381162166595459,corr,30,5,6
536,-34.112335205078125,-34.50000000000165,0.38766479492352346,0.1502839932230975,0.00011989984167627541,0.03388714790344238,corr,30,5,6
537,-33.941368103027344,-34.50000000000165,0.5586318969743047,0.3120695963171102,0.00011989984167627541,0.03247213363647461,corr,30,5,6
538,-34.054229736328125,-34.50000000000165,0.44577026367352346,0.19871112797556262,0.00011989984167627541,0.02798295021057129,corr,30,5,6
539,-34.082584381103516,-34.50000000000165,0.41741561889813283,0.17423579890011126,0.00011989984167627541,0.03215980529785156,corr,30,5,6
540,-33.97795867919922,-34.00000000000165,0.02204132080242971,0.00048581982271562064,0.00011989984167627541,0.03169989585876465,corr,30,5,6
541,-33.869483947753906,-34.00000000000165,0.1305160522477422,0.017034439894335375,0.00011989984167627541,0.03383493423461914,corr,30,5,6
542,-33.9517936706543,-34.00000000000165,0.048206329347351584,0.0023238501891453306,0.00011989984167627541,0.03136610984802246,corr,30,5,6
543,-33.909549713134766,-34.00000000000165,0.09045028686688283,0.008181254394301398,0.00011989984167627541,0.025768041610717773,corr,30,5,6
544,-33.9849853515625,-34.00000000000165,0.01501464843914846,0.00022543966775122326,0.00011989984167627541,0.03539681434631348,corr,30,5,6
545,-34.07764434814453,-34.00000000000165,0.07764434814288279,0.006028644798533186,0.00011989984167627541,0.03303813934326172,corr,30,5,6
546,-34.01318359375,-34.00000000000165,0.01318359374835154,0.00017380714412157383,0.00011989984167627541,0.024952173233032227,corr,30,5,6
547,-33.95216751098633,-34.00000000000165,0.047832489015320334,0.0022879470054007404,0.00011989984167627541,0.025700092315673828,corr,30,5,6
548,-33.844390869140625,-34.00000000000165,0.15560913086102346,0.024214201607323124,0.00011989984167627541,0.03325200080871582,corr,30,5,6
549,-33.42382049560547,-33.500000000001656,0.07617950439618681,0.005803316890048646,0.00011989984167627541,0.03302717208862305,corr,30,5,6
550,-33.12416458129883,-33.500000000001656,0.37583541870282744,0.14125226195152962,0.00011989984167627541,0.026288986206054688,corr,30,5,6
